name,team,pos,wk,opp,ATT,YDS,AVG,TD,TGTS,REC,YDS,TD,FUM,LST,FPTS/G,FPTS
 Matt BreidaF • 22 - 27 @ GB,NYG,RB,5,GB,4,14,3.5,0,2,2,13,0,0,0,4.7,4.7
 Kyle JuszczykF • 15 - 37 @ CAR,SF,FB,5,CAR,0,0,0,0,2,2,27,0,0,0,4.7,4.7
 Jaylen WarrenF • 14 - 16 vs. BAL,PIT,RB,14,BAL,3,11,3.7,0,3,2,16,0,0,0,4.7,4.7
 Antonio GibsonF • 12 - 20 vs. NYG,WAS,RB,15,NYG,5,21,4.2,0,4,2,6,0,1,0,4.7,4.7
 Ameer AbdullahF • 13 - 10 @ PIT,LV,RB,16,PIT,0,0,0,0,2,2,27,0,0,0,4.7,4.7
 Giovani BernardF • 30 - 17 @ ATL,TB,RB,18,ATL,7,28,4,0,2,2,-1,0,0,0,4.7,4.7
 Samaje PerineF • 32 - 13 @ CLE,CIN,RB,8,CLE,1,7,7,0,3,3,10,0,0,0,4.7,4.7
 Leonard FournetteF • 21 - 3 @ CAR,TB,RB,7,CAR,8,19,2.4,0,3,2,7,0,0,0,4.6,4.6
 Spencer BrownF • 42 - 21 @ CIN,CAR,RB,9,CIN,3,16,5.3,0,3,2,10,0,0,0,4.6,4.6
 Dameon PierceF • 30 - 15 @ MIA,HOU,RB,12,MIA,5,8,1.6,0,6,3,8,0,0,0,4.6,4.6
 Tyler AllgeierF • 21 - 15 @ TB,ATL,RB,5,TB,13,45,3.5,0,0,0,0,0,0,0,4.5,4.5
 Chase EdmondsF • 31 - 28 vs. LAC,DEN,RB,18,LAC,9,45,5,0,0,0,0,0,0,0,4.5,4.5
 Benny Snell Jr.F • 16 - 19 @ ATL,PIT,RB,13,ATL,6,24,4,0,1,1,11,0,0,0,4.5,4.5
 Joshua KelleyF • 23 - 17 vs. MIA,LAC,RB,14,MIA,4,29,7.2,0,2,1,6,0,0,0,4.5,4.5
 Chuba HubbardF • 13 - 3 @ BAL,CAR,RB,11,BAL,4,0,0,0,3,2,25,0,0,0,4.5,4.5
 Dare OgunbowaleF • 3 - 31 vs. JAX,HOU,RB,17,JAX,7,21,3,0,3,2,4,0,0,0,4.5,4.5
 Ty JohnsonF • 11 - 6 @ MIA,NYJ,RB,18,MIA,5,12,2.4,0,3,2,13,0,0,0,4.5,4.5
 Alec IngoldF • 33 - 17 @ SF,MIA,FB,13,SF,0,0,0,0,4,3,15,0,0,0,4.5,4.5
 J.K. DobbinsF • 19 - 17 vs. CIN,BAL,RB,5,CIN,8,44,5.5,0,0,0,0,0,0,0,4.4,4.4
 Ronald JonesF • 26 - 10 vs. LAR,KC,RB,12,LAR,4,12,3,0,1,1,22,0,0,0,4.4,4.4
 Jaylen WarrenF • 16 - 10 @ MIA,PIT,RB,7,MIA,2,7,3.5,0,2,2,17,0,0,0,4.4,4.4
 Alexander MattisonF • 24 - 7 @ PHI,MIN,RB,2,PHI,2,8,4,0,5,3,6,0,0,0,4.4,4.4
 Isiah PachecoF • 23 - 44 @ SF,KC,RB,7,SF,8,43,5.4,0,0,0,0,0,0,0,4.3,4.3
 Matt BreidaF • 17 - 23 @ JAX,NYG,RB,7,JAX,4,19,4.8,0,1,1,14,0,0,0,4.3,4.3
 Jaylen WarrenF • 29 - 17 @ CLE,PIT,RB,3,CLE,4,30,7.5,0,1,1,3,0,1,0,4.3,4.3
 Eno BenjaminF • 12 - 20 vs. LAR,ARI,RB,3,LAR,5,16,3.2,0,4,2,7,0,0,0,4.3,4.3
 Jonathan TaylorF • 17 - 24 vs. TEN,IND,RB,4,TEN,20,42,2.1,0,3,1,1,0,1,1,4.3,4.3
 Rhamondre StevensonF • 18 - 22 vs. CIN,NE,RB,16,CIN,13,30,2.3,0,5,2,3,0,2,1,4.3,4.3
 Rachaad WhiteF • 21 - 3 @ CAR,TB,RB,7,CAR,6,24,4,0,2,1,8,0,0,0,4.2,4.2
 Raheem MostertF • 20 - 7 vs. NE,MIA,RB,1,NE,5,16,3.2,0,1,1,16,0,0,0,4.2,4.2
 Julius ChestnutF • 13 - 27 vs. DAL,TEN,RB,17,DAL,4,-1,-0.2,0,1,1,33,0,0,0,4.2,4.2
 Reggie GilliamF • 21 - 19 @ MIA,BUF,FB,3,MIA,0,0,0,0,3,2,22,0,0,0,4.2,4.2
 JaMycal HastyF • 29 - 21 @ PHI,JAX,RB,4,PHI,0,0,0,0,2,2,22,0,0,0,4.2,4.2
 Isaiah SpillerF • 27 - 30 vs. KC,LAC,RB,11,KC,4,11,2.8,0,2,2,11,0,0,0,4.2,4.2
 Tony PollardF • 3 - 19 vs. TB,DAL,RB,1,TB,6,8,1.3,0,2,2,14,0,0,0,4.2,4.2
 Cordarrelle PattersonF • 31 - 27 @ LAR,ATL,RB,2,LAR,10,41,4.1,0,1,0,0,0,0,0,4.1,4.1
 Elijah MitchellF • 19 - 10 @ CHI,SF,RB,1,CHI,6,41,6.8,0,0,0,0,0,0,0,4.1,4.1
 Sony MichelF • 10 - 38 vs. JAX,LAC,RB,3,JAX,5,22,4.4,0,2,1,9,0,0,0,4.1,4.1
 Travis HomerF • 27 - 13 vs. NYG,SEA,RB,8,NYG,2,10,5,0,1,1,21,0,0,0,4.1,4.1
 Justin JacksonF • 17 - 20 @ NYJ,DET,RB,15,NYJ,6,16,2.7,0,2,1,15,0,0,0,4.1,4.1
 Michael CarterF • 17 - 20 vs. DET,NYJ,RB,15,DET,4,15,3.8,0,1,1,16,0,0,0,4.1,4.1
 Cordarrelle PattersonF • 17 - 9 @ BAL,ATL,RB,16,BAL,8,17,2.1,0,1,1,14,0,0,0,4.1,4.1
 Devin SingletaryF • 41 - 7 vs. TEN,BUF,RB,2,TEN,6,19,3.2,0,3,2,2,0,0,0,4.1,4.1
 Brandon BoldenF • 24 - 22 @ TEN,LV,RB,3,TEN,3,17,5.7,0,2,2,4,0,0,0,4.1,4.1
 Rachaad WhiteF • 3 - 19 @ DAL,TB,RB,1,DAL,6,14,2.3,0,2,2,7,0,0,0,4.1,4.1
 D'Onta ForemanF • 42 - 21 @ CIN,CAR,RB,9,CIN,7,23,3.3,0,3,2,-2,0,0,0,4.1,4.1
 Dare OgunbowaleF • 14 - 27 vs. CLE,HOU,RB,13,CLE,2,8,4,0,3,2,13,0,0,0,4.1,4.1
 Tyler AllgeierF • 23 - 27 @ SEA,ATL,RB,3,SEA,6,25,4.2,0,1,1,5,0,0,0,4,4
 Jaylen WarrenF • 13 - 10 vs. LV,PIT,RB,16,LV,6,23,3.8,0,2,1,7,0,0,0,4,4
 Jonathan WardF • 13 - 27 vs. DAL,TEN,RB,17,DAL,4,26,6.5,0,1,1,4,0,0,0,4,4
 Tony Jones Jr.F • 10 - 20 vs. TB,NO,RB,2,TB,2,8,4,0,2,2,12,0,0,0,4,4
 Patrick RicardF • 23 - 20 vs. CLE,BAL,FB,7,CLE,1,0,0,0,2,2,20,0,0,0,4,4
 Joshua KelleyF • 24 - 25 @ ARI,LAC,RB,12,ARI,2,4,2,0,3,2,16,0,0,0,4,4
 JaMycal HastyF • 17 - 21 vs. DEN,JAX,RB,8,DEN,4,13,3.2,0,4,3,-3,0,0,0,4,4
 Rex BurkheadF • 3 - 31 vs. JAX,HOU,RB,17,JAX,0,0,0,0,5,3,10,0,0,0,4,4
 Michael CarterF • 20 - 12 @ BUF,NYJ,RB,14,BUF,5,5,1,0,6,3,15,0,1,1,4,4
 Craig ReynoldsF • 36 - 27 vs. WAS,DET,RB,2,WAS,3,16,5.3,0,1,1,13,0,0,0,3.9,3.9
 Mike BooneF • 32 - 23 @ LV,DEN,RB,4,LV,3,20,6.7,0,3,1,9,0,0,0,3.9,3.9
 Kyren WilliamsF • 17 - 16 vs. LV,LAR,RB,14,LV,3,19,6.3,0,2,1,10,0,0,0,3.9,3.9
 Kene NwangwuF • 13 - 29 @ CHI,MIN,RB,18,CHI,5,13,2.6,0,1,1,16,0,0,0,3.9,3.9
 Kyle JuszczykF • 38 - 13 vs. ARI,SF,FB,18,ARI,1,3,3,0,1,1,26,0,0,0,3.9,3.9
 Jaylen WarrenF • 16 - 19 @ ATL,PIT,RB,13,ATL,1,5,5,0,2,2,14,0,0,0,3.9,3.9
 Deon JacksonF • 3 - 20 vs. LAC,IND,RB,16,LAC,0,0,0,0,3,3,9,0,0,0,3.9,3.9
 Malik DavisF/OT • 31 - 28 @ GB,DAL,RB,10,GB,5,38,7.6,0,0,0,0,0,0,0,3.8,3.8
 Malcolm BrownF • 24 - 10 vs. CAR,LAR,RB,6,CAR,7,15,2.1,0,1,1,13,0,0,0,3.8,3.8
 Larry Rountree IIIF • 31 - 10 vs. LAR,LAC,RB,17,LAR,10,15,1.5,0,1,1,13,0,0,0,3.8,3.8
 James CookF • 25 - 28 @ DET,BUF,RB,12,DET,2,4,2,0,5,2,14,0,0,0,3.8,3.8
 Isiah PachecoF • 20 - 24 vs. BUF,KC,RB,6,BUF,2,9,4.5,0,2,2,9,0,0,0,3.8,3.8
 Trestan EbnerF • 20 - 12 @ NYG,CHI,RB,4,NYG,6,20,3.3,0,3,2,8,0,2,1,3.8,3.8
 Cam AkersF • 26 - 10 @ KC,LAR,RB,12,KC,8,37,4.6,0,0,0,0,0,0,0,3.7,3.7
 DeeJay DallasF • 23 - 27 @ LAR,SEA,RB,13,LAR,10,37,3.7,0,1,0,0,0,0,0,3.7,3.7
 Jamaal WilliamsF • 34 - 23 vs. MIN,DET,RB,14,MIN,16,37,2.3,0,1,0,0,0,0,0,3.7,3.7
 Javonte Williams OF • 32 - 23 @ LV,DEN,RB,4,LV,10,28,2.8,0,1,1,-1,0,0,0,3.7,3.7
 Kenyan DrakeF • 19 - 17 vs. CIN,BAL,RB,5,CIN,4,26,6.5,0,1,1,1,0,0,0,3.7,3.7
 Eno BenjaminF • 21 - 31 vs. SEA,ARI,RB,9,SEA,4,12,3,0,1,1,15,0,0,0,3.7,3.7
 Kareem HuntF • 13 - 3 vs. BAL,CLE,RB,15,BAL,4,24,6,0,1,1,3,0,0,0,3.7,3.7
 Dameon PierceF • 10 - 23 vs. WAS,HOU,RB,11,WAS,10,8,0.8,0,3,2,9,0,0,0,3.7,3.7
 Malcolm BrownF • 17 - 16 vs. LV,LAR,RB,14,LV,1,5,5,0,2,2,12,0,0,0,3.7,3.7
 Ameer AbdullahF • 17 - 16 @ LAR,LV,RB,14,LAR,0,0,0,0,2,2,17,0,0,0,3.7,3.7
 Rex BurkheadF/OT • 24 - 30 vs. KC,HOU,RB,15,KC,0,0,0,0,4,2,17,0,0,0,3.7,3.7
 Hassan HaskinsF • 14 - 19 vs. HOU,TEN,RB,16,HOU,0,0,0,0,2,2,17,0,0,0,3.7,3.7
 Kenneth GainwellF • 10 - 20 vs. NO,PHI,RB,17,NO,0,0,0,0,2,2,17,0,0,0,3.7,3.7
 Dalvin CookF • 13 - 29 @ CHI,MIN,RB,18,CHI,11,37,3.4,0,1,1,0,0,1,1,3.7,3.7
 Alexander MattisonF • 23 - 7 vs. GB,MIN,RB,1,GB,8,36,4.5,0,0,0,0,0,0,0,3.6,3.6
 Mark Ingram IIF • 39 - 32 vs. SEA,NO,RB,5,SEA,9,16,1.8,0,0,0,0,0,0,0,3.6,3.6
 Kenneth Walker IIIF • 23 - 27 @ LAR,SEA,RB,13,LAR,3,36,12,0,1,0,0,0,0,0,3.6,3.6
 Chris EvansF • 32 - 13 @ CLE,CIN,RB,8,CLE,0,0,0,0,1,1,26,0,0,0,3.6,3.6
 Mike BooneF • 10 - 9 @ BAL,DEN,RB,13,BAL,6,18,3,0,1,1,8,0,0,0,3.6,3.6
 DeeJay DallasF/OT • 19 - 16 vs. LAR,SEA,RB,18,LAR,2,29,14.5,0,1,1,-3,0,0,0,3.6,3.6
 Alec IngoldF • 38 - 42 @ BAL,MIA,FB,2,BAL,1,1,1,0,2,2,15,0,0,0,3.6,3.6
 Dontrell HilliardF • 35 - 10 @ PHI,TEN,RB,13,PHI,1,2,2,0,2,2,14,0,0,0,3.6,3.6
 Samaje PerineF • 26 - 30 @ NO,CIN,RB,6,NO,2,5,2.5,0,2,2,11,0,0,0,3.6,3.6
 Hassan HaskinsF • 20 - 16 @ JAX,TEN,RB,18,JAX,2,3,1.5,0,2,2,13,0,0,0,3.6,3.6
 D'Onta ForemanF • 30 - 24 @ TB,CAR,RB,17,TB,13,35,2.7,0,0,0,0,0,0,0,3.5,3.5
 Joshua KelleyF • 27 - 24 @ KC,LAC,RB,2,KC,4,22,5.5,0,2,1,3,0,0,0,3.5,3.5
 D'Andre SwiftF • 37 - 23 @ CAR,DET,RB,16,CAR,4,12,3,0,5,1,13,0,0,0,3.5,3.5
 Kenneth Walker IIIF • 27 - 7 @ SF,SEA,RB,2,SF,4,10,2.5,0,3,2,5,0,0,0,3.5,3.5
 C.J. HamF • 28 - 24 vs. DET,MIN,FB,3,DET,0,0,0,0,3,2,15,0,0,0,3.5,3.5
 DeeJay DallasF/OT • 34 - 40 vs. LV,SEA,RB,12,LV,1,2,2,0,2,2,13,0,0,0,3.5,3.5
 Matt BreidaF • 22 - 48 vs. PHI,NYG,RB,14,PHI,3,6,2,0,4,2,9,0,0,0,3.5,3.5
 Hassan HaskinsF • 17 - 14 @ LAC,TEN,RB,15,LAC,1,8,8,0,2,2,7,0,0,0,3.5,3.5
 Ameer AbdullahF/OT • 16 - 22 @ DEN,LV,RB,11,DEN,0,0,0,0,4,3,5,0,0,0,3.5,3.5
 AJ DillonF • 22 - 27 vs. NYG,GB,RB,5,NYG,6,34,5.7,0,0,0,0,0,0,0,3.4,3.4
 Caleb HuntleyF • 21 - 15 @ TB,ATL,RB,5,TB,8,34,4.2,0,0,0,0,0,0,0,3.4,3.4
 Caleb HuntleyF • 17 - 20 vs. LAC,ATL,RB,9,LAC,7,34,4.9,0,0,0,0,0,0,0,3.4,3.4
 Justice HillF • 27 - 16 @ CIN,BAL,RB,18,CIN,7,34,4.9,0,0,0,0,0,0,0,3.4,3.4
 Kyle JuszczykF • 11 - 10 @ DEN,SF,FB,3,DEN,0,0,0,0,1,1,24,0,0,0,3.4,3.4
 Kenneth Walker IIIF • 45 - 48 @ DET,SEA,RB,4,DET,8,29,3.6,0,1,1,-5,0,0,0,3.4,3.4
 Samaje PerineF • 23 - 34 @ TB,CIN,RB,15,TB,7,24,3.4,0,1,1,0,0,0,0,3.4,3.4
 David JohnsonF • 10 - 17 @ CLE,NO,RB,16,CLE,7,16,2.3,0,1,1,8,0,0,0,3.4,3.4
 Joshua KelleyF • 31 - 28 @ DEN,LAC,RB,18,DEN,5,18,3.6,0,4,1,6,0,0,0,3.4,3.4
 Patrick RicardF • 28 - 27 @ JAX,BAL,FB,12,JAX,0,0,0,0,3,2,14,0,0,0,3.4,3.4
 Darrel WilliamsF • 34 - 26 @ MIN,ARI,RB,8,MIN,5,8,1.6,0,3,2,6,0,0,0,3.4,3.4
 Raheem BlackshearF • 13 - 3 @ BAL,CAR,RB,11,BAL,0,0,0,0,3,2,14,0,0,0,3.4,3.4
 Kenneth GainwellF • 20 - 25 @ CHI,PHI,RB,15,CHI,3,5,1.7,0,2,2,9,0,0,0,3.4,3.4
 Ameer AbdullahF • 30 - 24 vs. NE,LV,RB,15,NE,0,0,0,0,2,2,14,0,0,0,3.4,3.4
 Jamaal WilliamsF • 37 - 23 @ CAR,DET,RB,16,CAR,7,11,1.6,0,2,2,3,0,0,0,3.4,3.4
 Tyrion Davis-PriceF • 27 - 7 vs. SEA,SF,RB,2,SEA,14,33,2.4,0,0,0,0,0,0,0,3.3,3.3
 Cam AkersF • 10 - 22 vs. DAL,LAR,RB,5,DAL,13,33,2.5,0,1,0,0,0,0,0,3.3,3.3
 Clyde Edwards-HelaireF • 20 - 24 vs. BUF,KC,RB,6,BUF,9,33,3.7,0,0,0,0,0,0,0,3.3,3.3
 Jamaal WilliamsF • 17 - 20 @ NYJ,DET,RB,15,NYJ,13,33,2.5,0,0,0,0,0,0,0,3.3,3.3
 Miles SandersF • 22 - 16 vs. NYG,PHI,RB,18,NYG,11,33,3,0,1,0,0,0,0,0,3.3,3.3
 AJ DillonF • 16 - 20 vs. DET,GB,RB,18,DET,9,33,3.7,0,3,0,0,0,0,0,3.3,3.3
 Ameer AbdullahF/OT • 23 - 29 vs. ARI,LV,RB,2,ARI,0,0,0,0,1,1,23,0,0,0,3.3,3.3
 AJ DillonF • 17 - 27 vs. TEN,GB,RB,11,TEN,6,13,2.2,0,1,1,10,0,0,0,3.3,3.3
 Tyler AllgeierF • 25 - 15 @ CAR,ATL,RB,10,CAR,8,20,2.5,0,3,3,-17,0,0,0,3.3,3.3
 Travis Etienne Jr.F • 29 - 21 @ PHI,JAX,RB,4,PHI,8,32,4,0,1,0,0,0,0,0,3.2,3.2
 Travis Etienne Jr.F • 22 - 36 @ TEN,JAX,RB,14,TEN,17,32,1.9,0,0,0,0,0,0,0,3.2,3.2
 Caleb HuntleyF • 25 - 15 @ CAR,ATL,RB,10,CAR,5,32,6.4,0,0,0,0,0,0,0,3.2,3.2
 Raheem BlackshearF • 25 - 15 vs. ATL,CAR,RB,10,ATL,6,32,5.3,0,0,0,0,0,0,0,3.2,3.2
 Corey ClementF • 20 - 19 @ ATL,ARI,RB,17,ATL,7,32,4.6,0,1,0,0,0,0,0,3.2,3.2
 Brandon BoldenF/OT • 34 - 37 vs. SF,LV,RB,17,SF,8,32,4,0,0,0,0,0,0,0,3.2,3.2
 Jaylen WarrenF • 20 - 24 vs. NYJ,PIT,RB,4,NYJ,3,18,6,0,1,1,4,0,0,0,3.2,3.2
 Samaje PerineF • 27 - 16 vs. BAL,CIN,RB,18,BAL,6,18,3,0,1,1,4,0,0,0,3.2,3.2
 Boston ScottF • 16 - 17 @ IND,PHI,RB,11,IND,3,8,2.7,0,2,2,4,0,0,0,3.2,3.2
 Kareem HuntF • 23 - 10 @ CIN,CLE,RB,14,CIN,4,6,1.5,0,4,2,6,0,0,0,3.2,3.2
 Alec IngoldF • 16 - 24 vs. MIN,MIA,FB,6,MIN,1,2,2,0,2,2,10,0,0,0,3.2,3.2
 Devin SingletaryF • 35 - 23 vs. NE,BUF,RB,18,NE,7,29,4.1,0,1,1,3,0,1,1,3.2,3.2
 Khalil HerbertF • 41 - 10 @ DET,CHI,RB,17,DET,5,31,6.2,0,0,0,0,0,0,0,3.1,3.1
 Boston ScottF • 24 - 7 vs. MIN,PHI,RB,2,MIN,4,19,4.8,0,1,1,2,0,0,0,3.1,3.1
 Myles GaskinF • 30 - 15 vs. HOU,MIA,RB,12,HOU,6,17,2.8,0,1,1,4,0,0,0,3.1,3.1
 Kareem HuntF/OT • 23 - 17 vs. TB,CLE,RB,12,TB,5,15,3,0,2,1,6,0,0,0,3.1,3.1
 Boston ScottF • 35 - 10 vs. TEN,PHI,RB,13,TEN,6,16,2.7,0,1,1,5,0,0,0,3.1,3.1
 Corey ClementF • 13 - 27 vs. NE,ARI,RB,14,NE,0,0,0,0,1,1,21,0,0,0,3.1,3.1
 JaMycal HastyF • 3 - 19 @ NYJ,JAX,RB,16,NYJ,3,10,3.3,0,3,1,11,0,0,0,3.1,3.1
 Malcolm BrownF • 51 - 14 vs. DEN,LAR,RB,16,DEN,2,19,9.5,0,1,1,2,0,0,0,3.1,3.1
 Kyren WilliamsF • 51 - 14 vs. DEN,LAR,RB,16,DEN,6,18,3,0,1,1,3,0,0,0,3.1,3.1
 Justice HillF • 9 - 24 @ NYJ,BAL,RB,1,NYJ,2,4,2,0,2,2,7,0,0,0,3.1,3.1
 Matt BreidaF • 24 - 20 vs. BAL,NYG,RB,6,BAL,3,-6,-2,0,2,2,17,0,0,0,3.1,3.1
 Tyler AllgeierF • 31 - 27 @ LAR,ATL,RB,2,LAR,10,30,3,0,0,0,0,0,0,0,3,3
 Raheem MostertF • 33 - 17 @ SF,MIA,RB,13,SF,7,30,4.3,0,0,0,0,0,0,0,3,3
 Joshua KelleyF • 27 - 20 @ LV,LAC,RB,13,LV,7,30,4.3,0,1,0,0,0,0,0,3,3
 Tyrion Davis-PriceF • 37 - 20 vs. WAS,SF,RB,16,WAS,9,30,3.3,0,0,0,0,0,0,0,3,3
 Cordarrelle PattersonF • 25 - 15 @ CAR,ATL,RB,10,CAR,5,18,3.6,0,1,1,2,0,0,0,3,3
 Rhamondre StevensonF • 13 - 27 @ ARI,NE,RB,14,ARI,3,8,2.7,0,3,2,2,0,0,0,3,3
 Avery WilliamsF • 21 - 18 @ NO,ATL,RB,15,NO,0,0,0,0,2,2,10,0,0,0,3,3
 Pierre Strong Jr.F • 18 - 22 vs. CIN,NE,RB,16,CIN,0,0,0,0,2,2,10,0,0,0,3,3
 James RobinsonF • 29 - 21 @ PHI,JAX,RB,4,PHI,8,29,3.6,0,0,0,0,0,1,0,2.9,2.9
 Isaiah SpillerF • 17 - 20 @ ATL,LAC,RB,9,ATL,7,29,4.1,0,0,0,0,0,0,0,2.9,2.9
 Sony MichelF • 27 - 24 @ KC,LAC,RB,2,KC,4,13,3.2,0,1,1,6,0,0,0,2.9,2.9
 Justin JacksonF • 25 - 28 vs. BUF,DET,RB,12,BUF,4,4,1,0,2,1,15,0,0,0,2.9,2.9
 Malcolm BrownF • 16 - 13 @ TB,LAR,RB,9,TB,2,9,4.5,0,1,1,10,0,0,0,2.9,2.9
 Clyde Edwards-HelaireF/OT • 20 - 17 vs. TEN,KC,RB,9,TEN,4,5,1.2,0,2,1,14,0,0,0,2.9,2.9
 Justice HillF • 13 - 27 @ NO,BAL,RB,9,NO,4,11,2.8,0,1,1,8,0,0,0,2.9,2.9
 Alexander MattisonF/OT • 30 - 33 @ BUF,MIN,RB,10,BUF,3,11,3.7,0,1,1,8,0,0,0,2.9,2.9
 Kareem HuntF • 39 - 17 @ MIA,CLE,RB,10,MIA,6,9,1.5,0,1,1,10,0,0,0,2.9,2.9
 Eno BenjaminF • 10 - 20 @ PHI,NO,RB,17,PHI,2,10,5,0,1,1,9,0,0,0,2.9,2.9
 Rex BurkheadF • 16 - 9 @ DEN,HOU,RB,2,DEN,0,0,0,0,3,2,9,0,0,0,2.9,2.9
 D'Ernest JohnsonF • 15 - 38 vs. NE,CLE,RB,6,NE,0,0,0,0,2,2,9,0,0,0,2.9,2.9
 Miles SandersF • 20 - 25 @ CHI,PHI,RB,15,CHI,11,42,3.8,0,1,1,-13,0,1,1,2.9,2.9
 Zamir WhiteF/OT • 34 - 40 @ SEA,LV,RB,12,SEA,2,28,14,0,0,0,0,0,0,0,2.8,2.8
 Justice HillF • 22 - 27 @ TB,BAL,RB,8,TB,4,28,7,0,0,0,0,0,0,0,2.8,2.8
 Dare OgunbowaleF • 14 - 19 @ TEN,HOU,RB,16,TEN,8,28,3.5,0,0,0,0,0,0,0,2.8,2.8
 Jordan MasonF • 38 - 13 vs. ARI,SF,RB,18,ARI,8,28,3.5,0,0,0,0,0,0,0,2.8,2.8
 Kenneth GainwellF • 24 - 7 vs. MIN,PHI,RB,2,MIN,2,7,3.5,0,2,1,11,0,0,0,2.8,2.8
 Craig ReynoldsF • 28 - 24 @ MIN,DET,RB,3,MIN,6,13,2.2,0,1,1,5,0,0,0,2.8,2.8
 Nyheim HinesF • 10 - 24 @ NE,BUF,RB,13,NE,2,-3,-1.5,0,2,1,21,0,0,0,2.8,2.8
